ID,dice
4,0.49994973897775785
5,0.6079676191273061
7,0.47918744818474823
8,0.44987038237200255
10,0.5530602271351647
19,0.48522291911610216
21,0.43721854383428815
22,0.5107102036476587
33,0.5914710034346429
39,0.4779873422895176
46,0.5602588194269552
49,0.5720036457542155
51,0.5540138447223386
53,0.49643204670775215
55,0.5280775287704422
61,0.5349283112124246
70,0.47002107936889653
71,0.4855069558593593
73,0.6003941842087036
78,0.5007006791197622
81,0.5203286368837444
95,0.5505477419256813
96,0.5297067060184797
100,0.519939406593309
105,0.4892124331929565
109,0.4646301067353699
120,0.4824901034165828
123,0.5569712115270942
129,0.5877549389744511
134,0.44861400459123424
138,0.5362184822144134
143,0.49688749191786186
148,0.5449790411477874
159,0.5659844207072791
160,0.5793246712905213
162,0.47259151261814364
165,0.5002213210407007
172,0.58941613251769
175,0.4510070890064138
178,0.5670404246413081
199,0.521860224107779
