ID,dice
4,0.21729525204442818
5,0.17420204860105595
7,0.1769699328327351
8,0.21480962391964492
10,0.31167245328036286
19,0.44848146877144823
21,0.4634533854702614
22,0.5440659163529824
33,0.5786858089453341
39,0.41780216145477556
46,0.5531775015333303
49,0.6326684996113253
51,0.5852229507578377
53,0.5300771181562174
55,0.5615299088281076
61,0.6126605091236764
70,0.48717733565924
71,0.5506808549012535
73,0.5821866971167571
78,0.3395888563322636
81,0.5161672760854101
95,0.6346518658542307
96,0.6008972573979535
100,0.6272229005811445
105,0.5640666989735231
109,0.5214703116086158
120,0.5243089289124712
123,0.6122884296494342
129,0.5912257410086967
134,0.4843216811537683
138,0.5823043783319454
143,0.3024079320113314
148,0.5943721754000244
159,0.6207787573596816
160,0.6000690343815875
162,0.5031876461004462
165,0.562567492135699
172,0.5778393549340111
175,0.4233073071879843
178,0.6479287120273218
199,0.553581678134367
