ID,dice
4,0.48490738236884806
5,0.6523147814817482
7,0.45652185528122546
8,0.5063279002876317
10,0.6868775645849697
19,0.656092750727217
21,0.37385788382665636
22,0.6990269963940824
33,0.6102922300188258
39,0.5147814804742917
46,0.5989803759424891
49,0.7221679619045839
51,0.7354118149706039
53,0.6574121450055709
55,0.4186468215974701
61,0.5156607521519391
70,0.5510972063100379
71,0.6007957192737817
73,0.7215512885295604
78,0.5642283388668737
81,0.5874433038911435
95,0.5698279886522786
96,0.7443473422675863
100,0.4930663515950501
105,0.6971342458872284
109,0.4259322033898305
120,0.5017597537283316
123,0.7179542121721428
129,0.6690983024044955
134,0.46571195114608865
138,0.6185714871122403
143,0.45071963898162315
148,0.4311581227562955
159,0.6602288897267188
160,0.621441395229546
162,0.4741839488495774
165,0.7071091482649843
172,0.5580320290572891
175,0.2909016258827393
178,0.7726879029929747
199,0.6498986192913005
