ID,dice
4,0.31948064855683006
5,0.3081589385682026
7,0.1999391130259818
8,0.3129224772134871
10,0.22818287218374955
19,0.29817280797762374
21,0.36116537972524576
22,0.5333732870208195
33,0.5865820880505555
39,0.5239453078638966
46,0.49908893969042656
49,0.5553375586557326
51,0.4999235703061468
53,0.45936611488077583
55,0.5679489306143416
61,0.586495883795184
70,0.4352589064993262
71,0.35794691489668284
73,0.5911705548133249
78,0.6141391993771698
81,0.4841643358400188
95,0.6126289802875906
96,0.5335968568141348
100,0.47853949523606776
105,0.5069027827972534
109,0.4472004240989764
120,0.49067962116492486
123,0.5776329262505931
129,0.6079406144845195
134,0.48087104584031715
138,0.5945202959018567
143,0.41308399706707116
148,0.6103512718875359
159,0.5875050401222124
160,0.5310399087906755
162,0.4571916870254933
165,0.43593316820713324
172,0.5580375562528186
175,0.43678026992911934
178,0.4747485765396278
199,0.42056432149148376
