IMG_ID,dice_artery,artery_voxels,ostia_found,ostia_status,segmentation_attempted,proceeded_with_bad_ostia,skip_reason,ostia_error,both_correct,both_tolerable,left_intersects,right_intersects,left_dist_mm,right_dist_mm,ostia_left,ostia_right,error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile
745,0.33541805394160173,71766.0,True,both_tolerable,True,False,,,False,True,False,True,1.3612958994571702,0.0,"(208, 349, 188)","(264, 285, 219)",,ambos toleráveis,scipy,N/A,"[1, 1, 1]",99.7
858,0.6249269227322577,139584.0,True,both_tolerable,True,False,,,False,True,False,True,1.625,0.0,"(198, 306, 175)","(231, 263, 209)",,ambos toleráveis,scipy,N/A,"[1, 1, 1]",99.7
96,0.6313623967288206,158169.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(189, 291, 199)","(245, 202, 217)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
318,0.6609443482988867,190548.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(162, 298, 198)","(273, 214, 217)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
187,0.0,,False,not_found,False,False,ostia_not_found,Nenhuma superfície de aorta encontrada!,False,False,False,False,,,,,,óstios não encontrados,scipy,N/A,"[1, 1, 1]",99.7
740,0.504708927094855,100852.0,True,both_tolerable,True,False,,,False,True,False,True,5.4798283437310165,0.0,"(181, 343, 175)","(268, 272, 209)",,ambos toleráveis,scipy,N/A,"[1, 1, 1]",99.7
702,0.0,0.0,True,found_but_wrong,True,True,,,False,False,False,False,19.749000427446976,1.967649121771016,"(80, 324, 224)","(213, 235, 186)",,nenhum correto,scipy,N/A,"[1, 1, 1]",99.7
958,0.5544824640501163,220696.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(189, 392, 173)","(255, 318, 205)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
843,0.18623262249562933,17331.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,19.253592416036327,"(194, 352, 153)","(169, 251, 187)",,um correto,scipy,N/A,"[1, 1, 1]",99.7
428,0.2711070872178857,66754.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,11.074298149241379,"(176, 358, 110)","(235, 219, 144)",,um correto,scipy,N/A,"[1, 1, 1]",99.7
130,0.5110788636490484,114706.0,True,found_but_wrong,True,True,,,False,False,False,True,18.64440419209535,0.0,"(151, 313, 208)","(226, 241, 210)",,um correto,scipy,N/A,"[1, 1, 1]",99.7
124,0.3688717381539992,108267.0,True,found_but_wrong,True,True,,,False,False,False,False,9.586084938314498,23.265224435405415,"(285, 277, 194)","(214, 231, 202)",,nenhum correto,scipy,N/A,"[1, 1, 1]",99.7
157,0.593496798168486,187016.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(200, 324, 182)","(264, 231, 198)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
407,0.48481524587830427,168067.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(205, 297, 163)","(242, 217, 204)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
414,0.5635363308670082,71049.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(156, 364, 178)","(238, 282, 227)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
