IMG_ID,dice_artery,artery_voxels,ostia_found,ostia_status,segmentation_attempted,proceeded_with_bad_ostia,skip_reason,ostia_error,both_correct,both_tolerable,left_intersects,right_intersects,left_dist_mm,right_dist_mm,ostia_left,ostia_right,error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile
601,0.6751397329676843,221753.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(167, 342, 216)","(264, 246, 219)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
270,0.6267595419203589,172205.0,True,both_tolerable,True,False,,,False,True,True,False,0.0,0.8595969173697416,"(209, 334, 170)","(230, 241, 188)",,ambos toleráveis,scipy,N/A,"[1, 1, 1]",99.7
647,0.6628013117414382,190763.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(168, 334, 184)","(253, 254, 234)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
660,0.5267133075425601,132764.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,10.162919985267676,"(176, 328, 159)","(195, 228, 211)",,um correto,scipy,N/A,"[1, 1, 1]",99.7
271,0.630791277382288,200211.0,True,both_tolerable,True,False,,,False,True,False,True,0.5927501089416944,0.0,"(192, 287, 180)","(267, 219, 191)",,ambos toleráveis,scipy,N/A,"[1, 1, 1]",99.7
460,0.3017441203835666,59649.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(167, 309, 172)","(254, 247, 208)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
184,0.5884419356370055,151968.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(173, 309, 167)","(261, 251, 197)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
81,0.5784254525448519,108168.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(206, 369, 212)","(284, 295, 242)",,ambos corretos,scipy,N/A,"[1, 1, 1]",99.7
887,0.5213633939556818,105678.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,28.494425178187953,"(208, 340, 184)","(209, 201, 238)",,um correto,scipy,N/A,"[1, 1, 1]",99.7
575,0.0,522.0,True,found_but_wrong,True,True,,,False,False,False,False,54.24705732952114,31.42841385269296,"(73, 326, 229)","(169, 253, 231)",,nenhum correto,scipy,N/A,"[1, 1, 1]",99.7
