IMG_ID,dice_artery,artery_voxels,ostia_found,ostia_status,segmentation_attempted,proceeded_with_bad_ostia,skip_reason,ostia_error,both_correct,both_tolerable,left_intersects,right_intersects,left_dist_mm,right_dist_mm,ostia_left,ostia_right,error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile
854,0.5590877983089387,173954.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(185, 316, 156)","(260, 230, 188)",,ambos corretos,scipy,,"[1, 1, 1]",99.7
392,0.3892748573965912,56899.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(193, 400, 141)","(242, 294, 173)",,ambos corretos,scipy,,"[1, 1, 1]",99.7
766,0.4190641111417214,140902.0,True,found_but_wrong,True,True,,,False,False,False,True,10.625735268676705,0.0,"(164, 305, 207)","(241, 221, 219)",,um correto,scipy,,"[1, 1, 1]",99.7
294,0.5697217616953795,213804.0,True,both_tolerable,True,False,,,False,True,False,False,0.7109857899121692,0.6146140225609205,"(214, 330, 167)","(233, 261, 195)",,ambos toleráveis,scipy,,"[1, 1, 1]",99.7
2,0.4352198579783836,66501.0,True,both_tolerable,True,False,,,False,True,False,True,5.313253910200209,0.0,"(152, 309, 241)","(216, 243, 261)",,ambos toleráveis,scipy,,"[1, 1, 1]",99.7
564,0.6047800484932456,134905.0,True,both_tolerable,True,False,,,False,True,False,True,0.36328125,0.0,"(176, 299, 182)","(233, 218, 198)",,ambos toleráveis,scipy,,"[1, 1, 1]",99.7
147,0.6724405186625003,168310.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(183, 329, 180)","(277, 263, 215)",,ambos corretos,scipy,,"[1, 1, 1]",99.7
506,0.4647926731454366,79745.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,28.935395001499845,"(206, 326, 136)","(148, 245, 185)",,um correto,scipy,,"[1, 1, 1]",99.7
916,0.623065126197185,197912.0,True,both_tolerable,True,False,,,False,True,False,True,2.196146416346426,0.0,"(185, 319, 206)","(233, 263, 223)",,ambos toleráveis,scipy,,"[1, 1, 1]",99.7
649,0.588665502619107,108448.0,True,found_but_wrong,True,True,,,False,False,False,True,22.66172617008273,0.0,"(141, 295, 253)","(210, 202, 218)",,um correto,scipy,,"[1, 1, 1]",99.7
929,0.5400275052266098,74845.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,46.94227008988175,"(229, 357, 142)","(122, 262, 129)",,um correto,scipy,,"[1, 1, 1]",99.7
710,0.63081581759886,142140.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(174, 285, 164)","(294, 192, 203)",,ambos corretos,scipy,,"[1, 1, 1]",99.7
459,0.2793402437752025,435698.0,True,found_but_wrong,True,True,,,False,False,False,False,19.29133270611766,32.102305429922254,"(216, 328, 205)","(170, 266, 220)",,nenhum correto,scipy,,"[1, 1, 1]",99.7
113,0.365441202538377,78547.0,True,found_but_wrong,True,True,,,False,False,True,False,0.0,11.672484191766175,"(179, 356, 152)","(232, 261, 232)",,um correto,scipy,,"[1, 1, 1]",99.7
359,0.5554506231135308,53138.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(201, 346, 197)","(259, 285, 237)",,ambos corretos,scipy,,"[1, 1, 1]",99.7
870,0.0,,False,not_found,False,False,ostia_not_found,Nenhuma superfície de aorta encontrada!,False,False,False,False,,,,,,óstios não encontrados,scipy,,"[1, 1, 1]",99.7
14,0.6983702753746965,212868.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(197, 295, 203)","(257, 186, 248)",,ambos corretos,scipy,,"[1, 1, 1]",99.7
898,0.0,,False,not_found,False,False,ostia_not_found,Nenhuma superfície de aorta encontrada!,False,False,False,False,,,,,,óstios não encontrados,scipy,,"[1, 1, 1]",99.7
171,0.1935667881476786,19901.0,True,both_correct,True,False,,,True,False,True,True,0.0,0.0,"(171, 343, 178)","(267, 263, 212)",,ambos corretos,scipy,,"[1, 1, 1]",99.7
