ID,dice
11,0.2707022823666089
13,0.17813275991771577
17,0.3081797669585971
26,0.47589107622929494
28,0.6722277697946857
35,0.42895897478572026
36,0.6501981333285806
42,0.5255755329299465
44,0.5460358163662373
47,0.6018346753643868
48,0.4765818330419779
50,0.435945090298517
52,0.6844272097627008
60,0.6920531017511499
62,0.6090077717781454
65,0.7113734996285725
66,0.4424161808671255
83,0.38775529184182134
87,0.6385828369522399
90,0.4541172006288285
92,0.6673125295453087
101,0.6362553994282789
103,0.713797619047619
111,0.6063347906431694
115,0.7495121657747017
119,0.612765603020656
126,0.6881173212551474
130,0.7004354905042789
131,0.5833441954710811
133,0.6515481513748012
135,0.5487695356596343
137,0.5945010463508063
139,0.6519812499332643
142,0.7703028253840789
144,0.585286862866934
150,0.6948168960946769
151,0.7233998765178021
163,0.7318368195302609
166,0.6341886489116408
168,0.7082508986541087
173,0.7385248996121769
176,0.5784878508540033
181,0.6674531884155237
183,0.713705171187646
185,0.634107868091797
186,0.6074289769609529
188,0.6359874193014401
189,0.5848172296066825
190,0.681318760053163
195,0.7045982319125726
