ID,dice
9,0.30675638214762735
16,0.24446540626058
18,0.2994031219134125
20,0.6371851677019522
29,0.6743203830623202
31,0.6638508241122041
32,0.6991956402556276
37,0.7096906977112369
38,0.640125749574868
41,0.6078483126863314
56,0.5938105124274822
57,0.6231963993246629
63,0.6746341730395109
67,0.6287590648613013
72,0.7083702927183291
74,0.6626648685984936
75,0.6021536670547148
76,0.7350927008518456
79,0.7387577610029787
88,0.6886102862364041
89,0.6762526673516163
93,0.6643256196943346
97,0.637608852951743
102,0.7053723951812593
107,0.6204828941563391
108,0.4640560041447111
110,0.6835775644264779
114,0.5695708149863141
116,0.5416906700062618
117,0.6525160574289223
118,0.6629985960855562
121,0.6982212586614197
122,0.46037144981216976
125,0.6748337101761408
127,0.7252288637587506
128,0.7152943897963797
141,0.6681703868649492
145,0.701906102656924
146,0.6431674727436676
147,0.686843226844235
149,0.6054518625902819
153,0.651625125284989
154,0.6684784140820135
156,0.3740000793325488
158,0.6685336048879837
161,0.7425103507137787
164,0.6489468353115342
167,0.6511018165927961
171,0.6384376214535561
174,0.7218586901621864
177,0.6636341153193895
179,0.5837578573071542
182,0.6833508868716252
184,0.6302650490088177
193,0.5953555995783084
198,0.6131722260040845
