ID,dice
11,0.8071674361366077
13,0.7110757605885862
17,0.8423893261036011
26,0.8583219321513332
28,0.7860119922083293
35,0.7173987744775848
36,0.7877396334769022
42,0.8097424926354462
44,0.7759674524656547
47,0.7397512150065175
48,0.7386595994140269
50,0.7727595004838868
52,0.7793669851675666
60,0.8588438128763584
62,0.7802615295410685
65,0.8644508182891851
66,0.7107387260922968
83,0.6903945153822993
87,0.7954622483465192
90,0.7942088729239294
92,0.7468183023370327
101,0.7525171056829864
103,0.8624204533334688
111,0.6816996002034532
115,0.8330373687461397
119,0.7657356020072447
126,0.855492001657085
130,0.7968649961364389
131,0.7283115703417736
133,0.827371436562017
135,0.6784126213185727
137,0.7725103167105851
139,0.7327743888285377
142,0.8912614348745505
144,0.6790904146316005
150,0.7484029438991082
151,0.853722557103401
163,0.8652005751971041
166,0.7761665896263832
168,0.770079011889905
173,0.8474375853325532
176,0.675745159476179
181,0.7984608014341128
183,0.8497293950831786
185,0.740868038133467
186,0.803059226477286
188,0.8268127312415683
189,0.7502945629432045
190,0.8098616281519982
195,0.813833938237808
