ID,dice
11,0.20628008457420488
13,0.09058530036468561
17,0.33465481138143877
26,0.4476033094391971
28,0.5800164946738836
35,0.40072010895947585
36,0.5739293888981242
42,0.5093893902611611
44,0.4785108895394741
47,0.46067798571511226
48,0.37515586384033567
50,0.3677992501431377
52,0.5919192488792399
60,0.5896176521987068
62,0.5851141317137126
65,0.5232037669480091
66,0.41847231774840793
83,0.2870449429480711
87,0.5514836284708436
90,0.35926505487217225
92,0.542516928005507
101,0.5934385720646986
103,0.6069506217360526
111,0.4262405700481788
115,0.5019082726550389
119,0.4754240221529941
126,0.517812467488717
130,0.5057262891344383
131,0.48338356412648764
133,0.5700201019349955
135,0.35049883983579216
137,0.5077825796704262
139,0.42204211393920366
142,0.4749868643013191
144,0.3861095229019757
150,0.34653773966561213
151,0.5562997778250878
163,0.44364677754812465
166,0.5179710337496678
168,0.4846115368914902
173,0.616813417853586
176,0.394097153824074
181,0.49681465669993485
183,0.585566517824561
185,0.48711078485348996
186,0.4630838165067644
188,0.5433605314463138
189,0.4572599112637756
190,0.5562432287710297
195,0.5377924539232481
