ID,dice
1,0.8181003407725491
2,0.8290128774571777
3,0.8289370319291937
6,0.6313526072822508
12,0.7737681940700809
14,0.8177076916759065
15,0.8521132404989602
23,0.8025916657722746
24,0.7890950669013201
25,0.8176797239984177
27,0.7466454324919908
30,0.7304798020320431
34,0.7019078966531707
40,0.7376835126175496
43,0.7089439290610922
45,0.762260540980078
54,0.7803673854643142
58,0.7811382077747766
59,0.707725489191827
64,0.6412867730441972
68,0.7226103637741568
69,0.7008031881526673
77,0.8277092256275054
80,0.6996436399421474
82,0.7644990065020477
84,0.7726945244956772
85,0.7139375039205671
86,0.5439504748241825
91,0.8086470839880218
94,0.7753571736663637
98,0.714698577843836
99,0.7752938204058163
104,0.847249887042682
106,0.6490129913953097
112,0.8255355004656525
113,0.8091137175504973
124,0.6956769025223881
132,0.8231369416351405
136,0.859789577222349
140,0.8028697305097999
152,0.8185486290274193
155,0.7518895895101683
157,0.7785284096308127
169,0.781256374041248
170,0.6817265182657256
180,0.7855642031688858
187,0.7519360327823309
191,0.7811926456054995
192,0.49409997183010423
194,0.8431838270099992
196,0.8273776378194666
197,0.7565061921532664
200,0.7231099396726178
