IMG_ID,both_correct,both_tolerable,left_intersects,right_intersects,left_dist_mm,right_dist_mm,ostia_left,ostia_right,error,status
516,False,True,True,False,0.0,1.9626020076992177,"(112, 140, 171)","(137, 118, 196)",,ambos toleráveis
832,False,True,False,False,2.109375,0.703125,"(91, 157, 194)","(105, 126, 228)",,ambos toleráveis
575,False,False,False,False,53.79936201433446,28.94596775152397,"(37, 163, 228)","(90, 131, 230)",,nenhum correto
587,False,True,True,False,0.0,1.6500473478055107,"(106, 163, 201)","(119, 131, 238)",,ambos toleráveis
633,False,True,True,False,0.0,0.6875,"(96, 154, 179)","(111, 117, 208)",,ambos toleráveis
17,False,True,False,False,1.71875,1.7900004364524607,"(96, 165, 152)","(102, 127, 190)",,ambos toleráveis
411,False,True,False,False,4.05964818773784,1.6857856236619508,"(100, 162, 155)","(109, 132, 172)",,ambos toleráveis
594,False,True,True,False,0.0,0.8188230525615714,"(93, 151, 168)","(110, 109, 198)",,ambos toleráveis
622,False,True,False,False,1.28125,0.640625,"(97, 170, 210)","(125, 143, 232)",,ambos toleráveis
675,False,True,True,False,0.0,0.71484375,"(94, 168, 160)","(114, 127, 186)",,ambos toleráveis
557,False,True,False,False,0.71875,1.6071738588279738,"(96, 150, 164)","(103, 111, 201)",,ambos toleráveis
915,False,True,True,False,0.0,1.4484130593946605,"(93, 157, 201)","(115, 126, 230)",,ambos toleráveis
38,False,True,False,False,0.75390625,0.5,"(99, 159, 152)","(115, 118, 196)",,ambos toleráveis
621,False,True,False,False,0.734375,0.734375,"(93, 179, 203)","(101, 130, 217)",,ambos toleráveis
470,False,True,True,False,0.0,2.322498050027774,"(82, 152, 151)","(97, 132, 193)",,ambos toleráveis
872,False,True,True,False,0.0,0.7109375,"(109, 182, 155)","(114, 136, 178)",,ambos toleráveis
148,False,True,False,False,1.5078125,1.7583723066931283,"(89, 155, 147)","(107, 123, 173)",,ambos toleráveis
941,False,True,True,False,0.0,1.029961908617559,"(91, 152, 202)","(113, 125, 226)",,ambos toleráveis
837,False,False,True,False,0.0,9.442977831291653,"(97, 174, 197)","(133, 130, 178)",,um correto
802,False,True,False,False,2.8990586430124177,0.5,"(87, 148, 151)","(116, 116, 187)",,ambos toleráveis
885,False,False,False,False,,,,,Segundo óstio não encontrado!,erro
753,False,True,False,False,2.112302655815597,1.575090871944477,"(96, 149, 144)","(107, 119, 163)",,ambos toleráveis
455,False,True,False,False,1.1327855600244912,1.7511157157652375,"(92, 155, 197)","(118, 133, 231)",,ambos toleráveis
920,False,True,False,False,1.021990269683682,1.6914964612201566,"(87, 171, 185)","(106, 136, 204)",,ambos toleráveis
9,False,True,False,False,2.520618103759473,2.989075160062055,"(95, 166, 200)","(110, 140, 223)",,ambos toleráveis
152,False,True,False,False,0.8916609243998318,1.9301025932596982,"(107, 175, 196)","(116, 143, 228)",,ambos toleráveis
798,False,False,False,False,8.14753860094607,1.3654229684652663,"(106, 177, 208)","(122, 142, 204)",,nenhum correto
847,True,True,True,True,0.0,0.0,"(93, 159, 194)","(119, 131, 225)",,ambos corretos
667,False,True,False,False,1.021990269683682,0.72265625,"(92, 146, 175)","(107, 110, 200)",,ambos toleráveis
821,False,False,False,False,17.195140347275448,1.6703410018615958,"(115, 165, 193)","(149, 141, 207)",,nenhum correto
677,False,False,False,False,13.31943041434205,27.367101635962932,"(110, 151, 177)","(109, 123, 137)",,nenhum correto
671,False,False,False,False,7.188626143095446,2.248134263342745,"(89, 142, 189)","(113, 113, 216)",,nenhum correto
500,False,False,True,False,0.0,5.395672455774164,"(101, 182, 204)","(115, 139, 230)",,um correto
806,True,True,True,True,0.0,0.0,"(87, 173, 173)","(116, 134, 203)",,ambos corretos
791,False,False,False,False,,,,,Segundo óstio não encontrado!,erro
18,False,False,False,False,19.639514002487594,33.273420532250896,"(81, 139, 178)","(52, 116, 175)",,nenhum correto
864,False,False,False,False,52.62627824331837,42.67977294689872,"(35, 162, 248)","(81, 126, 252)",,nenhum correto
441,False,True,False,True,1.4237464075486943,0.0,"(98, 166, 152)","(116, 125, 178)",,ambos toleráveis
990,False,False,False,False,10.16648822898823,22.477812954006723,"(172, 101, 253)","(124, 76, 268)",,nenhum correto
778,True,True,True,True,0.0,0.0,"(93, 161, 169)","(117, 130, 208)",,ambos corretos
54,False,False,False,False,13.958200998770232,0.68359375,"(83, 201, 215)","(109, 159, 206)",,nenhum correto
420,True,True,True,True,0.0,0.0,"(98, 158, 189)","(123, 111, 208)",,ambos corretos
160,False,False,False,False,7.0672828885476076,2.5107982129226603,"(88, 142, 185)","(116, 117, 200)",,nenhum correto
744,False,False,False,False,0.63671875,6.9579249583882765,"(103, 176, 140)","(128, 156, 164)",,nenhum correto
36,False,False,False,False,14.522260744419453,0.7109375,"(107, 149, 166)","(128, 123, 211)",,nenhum correto
138,False,True,False,False,1.875931571965063,1.6171875,"(90, 134, 165)","(111, 106, 201)",,ambos toleráveis
161,False,True,True,False,0.0,0.7265625,"(81, 174, 182)","(108, 138, 201)",,ambos toleráveis
900,False,False,False,False,9.405344770602843,3.8730089548383195,"(92, 149, 174)","(152, 83, 165)",,nenhum correto
599,False,True,False,False,1.0993300738759606,1.8485273118502334,"(99, 148, 182)","(117, 116, 222)",,ambos toleráveis
679,False,False,False,False,24.030193409802177,34.692581271973694,"(110, 106, 156)","(105, 40, 167)",,nenhum correto
964,False,True,True,False,0.0,1.817073970013329,"(91, 170, 207)","(108, 143, 246)",,ambos toleráveis
4,False,True,True,False,0.0,0.68359375,"(90, 169, 155)","(114, 120, 190)",,ambos toleráveis
172,False,False,False,False,29.915583797256307,0.5,"(49, 150, 209)","(102, 111, 190)",,nenhum correto
427,False,True,False,False,1.9216209181638817,2.166247204989541,"(86, 179, 170)","(96, 147, 203)",,ambos toleráveis
426,False,True,False,False,1.2734375,0.8095744354916121,"(90, 174, 143)","(95, 132, 166)",,ambos toleráveis
123,False,True,False,True,1.0938058021479407,0.0,"(101, 165, 200)","(124, 130, 221)",,ambos toleráveis
682,False,True,False,False,0.9004562916672442,0.8095744354916121,"(84, 163, 136)","(101, 119, 177)",,ambos toleráveis
452,False,True,False,False,0.6796875,1.8193063206291704,"(106, 189, 190)","(124, 152, 221)",,ambos toleráveis
494,False,True,True,False,0.0,0.8095744354916121,"(98, 165, 186)","(114, 119, 215)",,ambos toleráveis
930,False,False,False,False,27.181401974167006,8.227901570741626,"(70, 166, 237)","(112, 142, 206)",,nenhum correto
936,False,True,True,False,0.0,1.2337876866236195,"(88, 185, 127)","(96, 149, 157)",,ambos toleráveis
40,False,True,False,False,0.75390625,1.9600696847166716,"(103, 141, 167)","(113, 106, 192)",,ambos toleráveis
877,False,True,False,False,1.359375,1.0834898224314338,"(116, 169, 222)","(124, 136, 241)",,ambos toleráveis
559,False,False,False,False,,,,,Segundo óstio não encontrado!,erro
404,False,False,False,False,0.69921875,19.499631046815068,"(98, 156, 206)","(80, 132, 190)",,nenhum correto
704,False,False,False,False,0.765625,19.618610872794356,"(121, 149, 209)","(97, 132, 183)",,nenhum correto
103,False,True,True,False,0.0,1.6191488709832242,"(107, 136, 132)","(126, 110, 170)",,ambos toleráveis
934,False,True,False,False,0.671875,0.671875,"(88, 169, 222)","(113, 138, 244)",,ambos toleráveis
959,False,True,True,False,0.0,1.9525624189766635,"(94, 183, 170)","(104, 143, 213)",,ambos toleráveis
164,False,True,False,False,1.3671875,0.68359375,"(99, 163, 201)","(115, 119, 218)",,ambos toleráveis
782,False,True,False,False,1.0982191061341653,1.4704320488061493,"(88, 179, 179)","(98, 145, 200)",,ambos toleráveis
548,False,True,False,False,2.0134814789353355,3.023571238159697,"(113, 141, 201)","(129, 106, 213)",,ambos toleráveis
409,False,True,False,False,1.703254904736168,0.76171875,"(94, 153, 190)","(121, 115, 219)",,ambos toleráveis
541,False,True,True,False,0.0,0.9242636559251167,"(96, 176, 174)","(115, 148, 213)",,ambos toleráveis
49,False,True,True,False,0.0,1.029961908617559,"(120, 174, 190)","(133, 128, 210)",,ambos toleráveis
477,False,True,True,False,0.0,0.68359375,"(97, 172, 182)","(109, 120, 222)",,ambos toleráveis
684,False,True,False,False,1.027514541411702,3.2705181642210763,"(101, 146, 169)","(111, 119, 206)",,ambos toleráveis
620,False,False,False,False,0.69921875,18.03420017906624,"(94, 163, 170)","(126, 146, 176)",,nenhum correto
37,False,True,False,False,0.7265625,1.2360797168493018,"(95, 179, 176)","(110, 146, 212)",,ambos toleráveis
616,False,True,True,False,0.0,0.703125,"(95, 153, 174)","(115, 108, 216)",,ambos toleráveis
642,False,False,False,False,27.09770664772955,1.1228821210672562,"(55, 181, 217)","(103, 138, 211)",,nenhum correto
749,False,True,False,False,0.6953125,1.8485933471916558,"(89, 150, 180)","(111, 126, 219)",,ambos toleráveis
953,False,False,False,False,9.442977831291653,15.424650087514648,"(101, 137, 164)","(69, 112, 188)",,nenhum correto
662,False,False,False,False,26.563142512909366,2.5107982129226603,"(65, 153, 217)","(115, 136, 213)",,nenhum correto
135,False,True,False,False,1.0933034802834938,1.0933034802834938,"(104, 157, 193)","(126, 129, 225)",,ambos toleráveis
724,False,False,False,False,57.66439856036067,58.98993196091945,"(43, 109, 269)","(55, 74, 260)",,nenhum correto
196,False,False,False,False,4.026962957870671,15.925819574702476,"(104, 158, 182)","(85, 130, 172)",,nenhum correto
589,False,False,False,False,12.470817987186376,15.514672994459149,"(77, 156, 200)","(108, 136, 179)",,nenhum correto
149,False,False,False,False,30.47389504836796,38.647609377182555,"(59, 183, 230)","(53, 145, 198)",,nenhum correto
511,False,True,True,False,0.0,1.1926287273288363,"(104, 155, 203)","(113, 109, 225)",,ambos toleráveis
71,False,False,False,False,2.1305648642144175,22.76291700606493,"(104, 166, 214)","(98, 145, 178)",,nenhum correto
841,False,False,True,False,0.0,10.334999278326428,"(85, 175, 194)","(107, 150, 221)",,um correto
483,False,False,True,False,0.0,9.92270696561128,"(115, 169, 186)","(134, 144, 199)",,um correto
47,False,True,True,False,0.0,1.2091216223590784,"(102, 154, 194)","(122, 120, 230)",,ambos toleráveis
812,False,False,False,False,17.41487387353839,0.5,"(95, 170, 214)","(96, 128, 202)",,nenhum correto
578,True,True,True,True,0.0,0.0,"(92, 197, 189)","(113, 161, 232)",,ambos corretos
12,False,True,False,False,0.73046875,3.786270717640991,"(104, 156, 152)","(114, 135, 193)",,ambos toleráveis
981,False,True,True,False,0.0,2.4721594336986037,"(85, 140, 158)","(106, 101, 196)",,ambos toleráveis
595,False,True,False,False,0.69140625,0.8532541254157887,"(93, 160, 234)","(115, 125, 252)",,ambos toleráveis
6,False,False,False,False,1.2247012649934523,34.81383420075721,"(106, 122, 190)","(59, 104, 207)",,nenhum correto
144,False,False,False,False,7.357848833261322,1.2224503121292907,"(91, 134, 132)","(115, 106, 163)",,nenhum correto
577,False,True,False,False,2.248134263342745,2.3710004357667778,"(95, 142, 203)","(120, 109, 204)",,ambos toleráveis
939,False,False,True,False,0.0,23.923053734839122,"(92, 182, 146)","(89, 133, 168)",,um correto
845,False,True,False,False,0.73828125,0.8916609243998318,"(91, 184, 205)","(118, 155, 243)",,ambos toleráveis
73,False,False,False,False,16.10775947055123,18.939018767738883,"(87, 150, 195)","(94, 113, 181)",,nenhum correto
58,False,True,True,False,0.0,1.4102374024432907,"(100, 174, 128)","(113, 139, 173)",,ambos toleráveis
535,False,False,False,False,24.5,1.1855002178833889,"(101, 160, 215)","(142, 134, 186)",,nenhum correto
114,False,False,False,True,9.704735172359161,0.0,"(85, 173, 191)","(115, 149, 204)",,um correto
804,False,True,False,False,1.021990269683682,1.2337876866236195,"(99, 164, 161)","(122, 131, 182)",,ambos toleráveis
952,False,True,False,False,0.8406427884967327,1.6812855769934654,"(89, 160, 157)","(102, 117, 197)",,ambos toleráveis
173,False,False,False,False,1.2734375,24.797298973415494,"(101, 162, 202)","(134, 139, 189)",,nenhum correto
153,False,False,False,False,1.0661844435078411,9.655817806114758,"(97, 148, 177)","(137, 107, 191)",,nenhum correto
695,False,True,False,False,1.2734375,1.1855002178833889,"(97, 146, 165)","(108, 116, 187)",,ambos toleráveis
540,False,True,False,False,1.8050087646947868,1.0010065734830367,"(92, 172, 150)","(100, 142, 188)",,ambos toleráveis
681,False,False,False,True,21.532521690606636,0.0,"(81, 154, 180)","(126, 114, 170)",,um correto
442,False,False,False,False,11.135550650113805,18.131962563557483,"(92, 176, 203)","(108, 128, 180)",,nenhum correto
773,False,True,False,True,0.67578125,0.0,"(95, 155, 217)","(126, 122, 245)",,ambos toleráveis
729,False,True,False,False,2.2308210371968435,1.0933034802834938,"(108, 154, 159)","(110, 123, 182)",,ambos toleráveis
48,False,True,False,False,0.671875,1.5833761644426128,"(118, 176, 177)","(132, 142, 197)",,ambos toleráveis
660,False,False,False,False,12.09427990602634,2.75147554519048,"(64, 157, 194)","(104, 123, 194)",,nenhum correto
7,False,False,False,False,25.733079999292737,1.3947446002763373,"(89, 145, 184)","(112, 105, 171)",,nenhum correto
566,False,True,True,False,0.0,0.6953125,"(84, 183, 164)","(98, 140, 194)",,ambos toleráveis
574,False,False,False,False,0.63671875,6.574431118450478,"(102, 133, 205)","(138, 99, 204)",,nenhum correto
678,False,True,True,False,0.0,4.104240197363728,"(104, 148, 183)","(101, 101, 192)",,ambos toleráveis
722,False,True,False,False,1.375,1.4630874888399532,"(109, 157, 157)","(109, 118, 183)",,ambos toleráveis
437,False,False,False,False,0.69140625,19.69994375153078,"(106, 166, 188)","(96, 138, 175)",,nenhum correto
888,False,True,False,False,0.7734375,0.9209807633204127,"(97, 155, 200)","(115, 123, 222)",,ambos toleráveis
605,False,True,False,False,0.71484375,0.8723540490615392,"(92, 167, 149)","(102, 129, 181)",,ambos toleráveis
425,False,True,False,False,1.4609375,0.8852031375489823,"(94, 178, 172)","(105, 139, 200)",,ambos toleráveis
501,False,False,False,False,2.07219843346535,31.944798779572597,"(117, 154, 232)","(106, 130, 194)",,nenhum correto
745,True,True,True,True,0.0,0.0,"(101, 175, 175)","(118, 142, 218)",,ambos corretos
918,False,False,False,False,11.013841416998389,25.499505131725414,"(95, 154, 222)","(78, 124, 208)",,nenhum correto
165,False,True,False,False,0.796875,1.881499152936296,"(90, 147, 186)","(105, 119, 223)",,ambos toleráveis
858,False,True,False,False,2.3717082451262845,3.0413812651491097,"(98, 152, 176)","(105, 132, 208)",,ambos toleráveis
643,False,True,False,True,1.2734375,0.0,"(119, 160, 163)","(133, 123, 196)",,ambos toleráveis
192,False,True,True,False,0.0,0.8469358978335152,"(93, 171, 145)","(113, 127, 177)",,ambos toleráveis
200,False,False,False,False,11.843653374028667,26.436106110749897,"(115, 130, 202)","(106, 51, 190)",,nenhum correto
549,False,True,False,False,1.029961908617559,1.029961908617559,"(104, 168, 194)","(124, 137, 216)",,ambos toleráveis
181,False,True,False,False,1.53125,0.765625,"(96, 173, 183)","(116, 137, 216)",,ambos toleráveis
649,False,True,False,False,0.7421875,1.7332661151079052,"(89, 146, 187)","(99, 102, 212)",,ambos toleráveis
179,False,False,False,False,15.19745626747954,1.167609424241739,"(115, 161, 197)","(110, 135, 221)",,nenhum correto
754,False,False,False,False,26.093187739544835,14.647440070208567,"(105, 129, 140)","(98, 73, 159)",,nenhum correto
94,False,True,False,False,1.021990269683682,1.1377451873456221,"(92, 167, 177)","(112, 134, 216)",,ambos toleráveis
948,False,True,True,False,0.0,1.1926287273288363,"(96, 171, 171)","(104, 127, 211)",,ambos toleráveis
797,False,False,False,False,11.864168708574057,29.203226627113832,"(112, 153, 218)","(87, 125, 229)",,nenhum correto
726,False,True,False,False,0.9004562916672442,1.1855002178833889,"(113, 153, 122)","(121, 122, 149)",,ambos toleráveis
723,False,True,False,False,0.68359375,1.2113217636280884,"(80, 179, 149)","(103, 154, 188)",,ambos toleráveis
108,False,False,False,False,17.020122959934486,1.2476601635818394,"(81, 203, 207)","(97, 157, 203)",,nenhum correto
669,False,True,True,False,0.0,1.212725494495766,"(82, 126, 158)","(102, 95, 185)",,ambos toleráveis
137,False,True,True,False,0.0,0.9209807633204127,"(92, 176, 163)","(102, 136, 197)",,ambos toleráveis
136,False,True,True,False,0.0,2.8056448574982276,"(93, 168, 171)","(126, 125, 186)",,ambos toleráveis
429,False,True,False,False,1.7081928970794875,1.7704062750979646,"(99, 185, 193)","(114, 157, 222)",,ambos toleráveis
911,False,True,True,False,0.0,1.6998427374410994,"(86, 177, 203)","(109, 141, 238)",,ambos toleráveis
830,False,False,False,False,14.397642663221383,0.8787673501354397,"(85, 173, 213)","(110, 140, 215)",,nenhum correto
65,False,True,False,False,1.375,0.6875,"(100, 151, 146)","(114, 113, 165)",,ambos toleráveis
439,False,False,False,False,26.282904646559828,34.132718844644344,"(92, 164, 196)","(63, 146, 190)",,nenhum correto
756,False,True,False,False,1.91015625,1.029961908617559,"(96, 124, 155)","(109, 89, 181)",,ambos toleráveis
764,False,False,False,False,27.055743565603503,17.042884590383544,"(52, 167, 153)","(96, 134, 113)",,nenhum correto
438,False,True,False,False,2.1796875,0.7265625,"(115, 161, 165)","(129, 123, 186)",,ambos toleráveis
878,False,False,False,False,12.848399116749185,25.8496464895134,"(101, 168, 194)","(101, 129, 178)",,nenhum correto
969,False,True,True,False,0.0,0.6796875,"(93, 180, 173)","(108, 129, 209)",,ambos toleráveis
51,False,False,False,False,22.928009148541985,6.099836703756913,"(67, 159, 212)","(106, 124, 205)",,nenhum correto
