ID,dice
4,0.7228170339775465
5,0.7890516576715496
7,0.7092778989885882
8,0.6383470658983611
10,0.6868735466281773
19,0.7224419782172898
21,0.6298580043890578
22,0.7166738391987933
33,0.7358912110337064
39,0.6465051376379551
46,0.7468766206213757
49,0.764732699875228
51,0.7573908177620191
53,0.7107107691794197
55,0.7409487644789446
61,0.7711290997219693
70,0.6632304262162815
71,0.6909779798925118
73,0.7371675568192151
78,0.7665496449992917
81,0.7061764068482266
95,0.7837779633685782
96,0.6888041108688882
100,0.7320790134061904
105,0.7727851351293038
109,0.7559157656654272
120,0.7581100093570559
123,0.7369669816149682
129,0.7359755115192524
134,0.6288653048405459
138,0.7343428928794783
143,0.7159963900699985
148,0.7491066164526958
159,0.7813041081993279
160,0.6825257836868187
162,0.6410709576348242
165,0.6539829984873341
172,0.7668646704651069
175,0.6592313850208844
178,0.6983740891011134
199,0.7094210873871891
